cust,hist_size,n_relevant,rf_recs,pop_recs,rf_hits,pop_hits
17809,10,7,"['23300', '22141', '23188', '22910', '22142']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17811,33,148,"['21731', '20728', '85099F', '22469', '21080']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17812,2,81,"['23355', '23329', '23333', '22086', '22910']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17813,4,33,"['22139', '22866', '22558', '82483', '22666']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17817,2,20,"['23338', '22474', '22473', '84947', '23215']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17827,4,58,"['23351', '23439', '22867', '23493', '23320']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17828,3,12,"['72741', '22767', 'POST', '37449', '22768']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17830,2,7,"['21523', '85123A', '21524', '48187', '22457']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17838,4,15,"['21876', '84992', '84991', '48138', '21874']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17841,111,599,"['82581', '22348', '22654', '21917', '22602']","['85123A', '22423', '85099B', '47566', '84879']",5,4
17856,3,6,"['22800', '23212', '23213', '22571', '85199L']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17857,20,6,"['22560', '23177', '23176', '23193', '23194']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17858,11,43,"['82483', '82484', '82486', '82482', '82494L']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17861,6,72,"['23084', '22222', '22971', '21507', '23293']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17864,2,11,"['23356', '21481', '22910', '22952', '84029E']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17870,10,98,"['35970', '23318', '23319', '23296', '23503']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17883,2,98,"['21889', '22620', '23245', '22138', '22150']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17884,3,22,"['20973', '22027', '22563', '22037', '22910']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17888,7,1,"['22374', '22371', '47566', '21499', '22372']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17920,12,182,"['23156', '22210', '22208', '23188', '22367']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17924,5,3,"['23084', '84347', '23157', '22728', '22727']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17929,3,1,"['22634', '22622', '21754', '21755', '22423']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17937,6,6,"['22561', '21889', '21791', '21912', '22634']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17949,39,2,"['22197', '22423', '22699', '23170', '23108']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17954,11,61,"['23503', '23354', '22577', '22578', '23351']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17961,37,4,"['20728', '21080', '21094', '21086', '22384']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17974,2,94,"['22910', '22574', '23200', '22326', '23344']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17975,12,27,"['22914', '22913', '21754', '82486', '82483']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17988,5,12,"['23159', '23154', '23156', '22301', '23148']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18001,1,15,"['20971', '20914', '22467', '22847', '22607']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18005,1,31,"['22114', '22138', '21914', '22617', '22111']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18030,1,5,"['84945', '22776', '22469', '22623', '22782']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18040,1,7,"['20712', '20711', '85099B', '22326', '23203']","['85123A', '22423', '85099B', '47566', '84879']",3,1
18041,19,62,"['22367', '21080', '21156', '22138', '23100']","['85123A', '22423', '85099B', '47566', '84879']",4,1
18043,2,22,"['21034', '20972', '23209', '22629', '21080']","['85123A', '22423', '85099B', '47566', '84879']",2,0
18044,9,9,"['22109', '22627', '22698', '22784', '22699']","['85123A', '22423', '85099B', '47566', '84879']",1,0
18055,9,47,"['22114', '22835', '21175', '47566', '22112']","['85123A', '22423', '85099B', '47566', '84879']",5,3
18059,2,5,"['82484', '22800', '23013', '22979', '35471D']","['85123A', '22423', '85099B', '47566', '84879']",2,0
18061,9,2,"['21116', '21523', '22622', '21260', '84970L']","['85123A', '22423', '85099B', '47566', '84879']",2,0
18065,11,22,"['15056N', '23284', '22086', '22692', '85123A']","['85123A', '22423', '85099B', '47566', '84879']",2,0
18069,4,84,"['23206', '20726', '20727', '22384', '20725']","['85123A', '22423', '85099B', '47566', '84879']",5,2
18075,9,20,"['85123A', '21733', '22178', '22457', '22470']","['85123A', '22423', '85099B', '47566', '84879']",1,1
18077,10,22,"['22910', '23084', '22726', '22993', '22300']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18080,1,1,"['84988', '21122', '22908', '22488', '20974']","['85123A', '22423', '85099B', '47566', '84879']",1,0
18092,10,7,"['21481', '22699', '84029G', '23173', '84029E']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18096,2,42,"['22111', '22197', '22112', '22114', '22189']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18097,5,23,"['21231', '21733', '20829', '22557', '22457']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18101,1,24,"['23300', '23323', '23332', '23301', '23322']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18102,56,15,"['22189', '82484', '82482', '85152', '22469']","['85123A', '22423', '85099B', '47566', '84879']",3,0
18109,22,40,"['22722', '23245', '22178', '22666', '22720']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18112,1,14,"['22734', '22485', '23169', '22909', '23014']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18118,24,115,"['21231', '22457', '22147', '85152', '22865']","['85123A', '22423', '85099B', '47566', '84879']",4,2
18122,4,156,"['23321', '22553', '21481', '22551', '22384']","['85123A', '22423', '85099B', '47566', '84879']",5,1
18123,1,21,"['23203', '23199', '23209', '20725', '22411']","['85123A', '22423', '85099B', '47566', '84879']",5,1
18127,1,35,"['85123A', '84836', '22557', '84946', '84380']","['85123A', '22423', '85099B', '47566', '84879']",4,2
18130,2,18,"['23084', '22866', '20727', '21731', '22383']","['85123A', '22423', '85099B', '47566', '84879']",1,0
18144,11,1,"['84879', '47566', '22722', '23245', '21260']","['85123A', '22423', '85099B', '47566', '84879']",1,1
18145,3,78,"['22555', '23354', '23503', '23319', '23198']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18154,1,10,"['22601', '22602', '22600', '22424', '23236']","['85123A', '22423', '85099B', '47566', '84879']",4,1
18156,1,68,"['22867', '22866', '21481', '22909', '22558']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18158,1,10,"['20723', '20719', '22355', '22356', '23204']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18161,4,24,"['22666', '23245', '22720', '22457', '22622']","['85123A', '22423', '85099B', '47566', '84879']",5,2
18167,2,15,"['22271', '23126', '22940', '22795', '20970']","['85123A', '22423', '85099B', '47566', '84879']",5,1
18172,19,2,"['85123A', '84879', '22726', '48194', '23203']","['85123A', '22423', '85099B', '47566', '84879']",1,1
18179,5,10,"['23344', '22910', '23343', '22627', '22086']","['85123A', '22423', '85099B', '47566', '84879']",3,0
18180,5,22,"['22111', '22197', '84030E', '23355', '21479']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18188,2,13,"['22112', '22909', '21790', '84755', '23188']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18198,16,14,"['22916', '22918', '22917', '22920', '22919']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18210,3,40,"['23344', '22910', '21889', '22139', '22727']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18211,4,3,"['22178', '82484', '84347', '22720', '22470']","['85123A', '22423', '85099B', '47566', '84879']",1,0
18219,9,12,"['23284', '21754', '84879', '82482', '85123A']","['85123A', '22423', '85099B', '47566', '84879']",4,1
18221,4,11,"['23298', '84988', '22423', '47566B', '84879']","['85123A', '22423', '85099B', '47566', '84879']",2,1
18223,13,23,"['22726', '15056N', '23202', '22727', '22720']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18225,9,58,"['21929', '21535', '85099F', '21165', '21928']","['85123A', '22423', '85099B', '47566', '84879']",5,1
18229,18,17,"['23209', '20728', '22384', '22382', '20725']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18230,6,6,"['82582', '85152', '21181', '21165', '21174']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18237,4,8,"['21671', '23298', '21672', '23035', '23032']","['85123A', '22423', '85099B', '47566', '84879']",4,0
18241,16,5,"['22139', '21912', '22993', '21733', '85014B']","['85123A', '22423', '85099B', '47566', '84879']",0,0
18245,6,55,"['23318', '23493', '22138', '22734', '23245']","['85123A', '22423', '85099B', '47566', '84879']",5,1
18246,1,2,"['22087', '71053', '21340', '85099B', '22423']","['85123A', '22423', '85099B', '47566', '84879']",2,0
18259,2,14,"['22865', '22866', '22112', '22632', '22633']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18263,2,16,"['21790', '47503A', '22066', '23503', '10135']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18272,5,23,"['22966', '23198', '22666', '22960', '22993']","['85123A', '22423', '85099B', '47566', '84879']",5,0
18273,2,1,"['21034', '22776', '84879', '22423', '35970']","['85123A', '22423', '85099B', '47566', '84879']",0,0
18282,1,5,"['22423', '23175', '23174', '22699', '22818']","['85123A', '22423', '85099B', '47566', '84879']",5,1
18283,13,112,"['23202', '21175', '22662', '22382', '23208']","['85123A', '22423', '85099B', '47566', '84879']",5,1
